oldname,name,band,seite
BVerfG_2014-11-04_S_2_BvR_2238_13_NA,Europawahl-Drei-Prozent-Sperrklausel-Gegenstandswert,137,345
BVerfG_2014-11-05_S_1_BvF_0003_11_NA,Luftverkehrsteuergesetz,137,350
BVerfG_2014-11-19_S_2_BvL_0002_13_NA,Standortplanung-AllgemeinbildendeSchulen,138,1
BVerfG_2014-12-02_S_1_BvR_3106_09_NA,InformationenMitteilungRichterDritte,138,33
BVerfG_2014-12-04_S_2_BvE_0003_14_NA,VernehmungSnowden,138,45
BVerfG_2014-12-16_S_1_BvR_2142_11_NA,GrundrechtsträgerschaftBehörde,138,64
BVerfG_2014-12-16_S_2_BvE_0002_14_NA,WahlkampfäusserungenRegierungsmitglieder,138,102
BVerfG_2014-12-16_S_2_BvE_0002_12_NA,Bundesversammlung-RechtsstellungMitgliederAufgabe,138,125
BVerfG_2014-12-17_S_1_BvL_0021_12_NA,Erbschaftsteuer,138,136
BVerfG_2015-01-13_S_2_BvE_0001_13_NA,Organstreit-KeineObjektiveBeanstandungsklage,138,256
BVerfG_2015-01-14_S_1_BvR_0931_12_NA,ThüringerLadenöffnungsgesetz,138,261
BVerfG_2015-01-27_S_1_BvR_0471_10_NA,Kopftuch-2,138,296
BVerfG_2015-02-24_S_1_BvR_0472_14_NA,MutmasslicherVater,138,377
BVerfG_2015-03-19_S_2_BvB_0001_13_NA,NPD-Verbot-NachweisQuellenabschaltung,138,397
BVerfG_2015-03-24_S_1_BvR_2880_11_NA,GrunderwerbsteuerEigentumsübergangUmlegung,139,1
BVerfG_2015-04-21_S_2_BvR_1322_12_NA,EinstellungAltersgrenzeÖffentlicherDienst,139,19
BVerfG_2015-05-05_S_2_BvL_0017_09_NA,Richterbesoldung-1,139,64
BVerfG_2015-05-12_S_1_BvR_1501_13_NA,Hochschulfusion,139,148
BVerfG_2015-06-02_S_2_BvE_0007_11_NA,UnterstützungseinsätzeBundespolizei,139,194
BVerfG_2015-06-02_S_2_BvE_0005_12_NA,ESM-Finanzierungsgesetz,139,239
BVerfG_2015-06-16_S_2_BvR_2718_10_NA,RichtervorbehaltDurchsuchungEilkompetenzStA,139,245
BVerfG_2015-06-23_S_1_BvL_0013_11_NA,ErsatzbemessungGrunderwebssteuergesetz,139,285
BVerfG_2015-06-30_S_2_BvR_1282_11_NA,ZeugenJehovas-Anerkennung-Bremen,139,321
BVerfG_2015-07-20_K_1_BvQ_0025_15_NA,BierdosenFlashmob,139,378
BVerfG_2015-07-15_S_2_BvE_0004_12_NA,ZuweisungFinanzmittelFraktionenAbgeordnete,140,1
BVerfG_2015-07-15_S_2_BvR_2292_13_NA,IsolierteAngreifbarkeitUrteilsgründe,140,42
BVerfG_2015-07-21_S_1_BvF_0002_13_NA,Betreuungsgeldgesetz,140,65
BVerfG_2015-08-26_S_2_BvF_0001_15_NA,Zensus2011-EA,140,99
BVerfG_2015-09-22_S_2_BvE_0001_11_NA,Vermittlungsausschuss-Arbeitsgruppen,140,115
BVerfG_2015-09-23_S_2_BvE_0006_11_NA,EvakuierungLibyen,140,160
BVerfG_2015-10-06_S_1_BvR_1571_15_NA,Tarifeinheitsgesetz-EA,140,211
BVerfG_2015-11-07_S_2_BvQ_0039_15_NA,RoteKarte-EA,140,225
BVerfG_2015-11-10_S_1_BvR_2056_12_NA,VersorgungMedizinproduktGKV,140,229
BVerfG_2015-11-17_S_2_BvL_0019_09_NA,A-Besoldung,140,240
BVerfG_2015-12-02_S_2_BvB_0001_13_NA,NPD-Verbot-Verhandlungsdurchführung,140,316
BVerfG_2015-12-15_S_2_BvR_2735_14_NA,Identitätskontrolle-1,140,317
BVerfG_2015-12-15_S_2_BvL_0001_12_NA,Treaty-Override,141,1
BVerfG_2015-12-16_S_2_BvR_1958_13_NA,TopfwirtschaftDienstpostenbündelung,141,56
BVerfG_2016-01-12_S_1_BvL_0006_13_NA,Partnerschaftsgesellschaft,141,82
BVerfG_2016-01-12_S_1_BvR_3102_13_NA,JuristischePersonenInsolvenzverwalter,141,121
BVerfG_2016-02-17_S_1_BvL_0008_10_NA,AkkreditierungStudiengänge,141,143
BVerfG_2016-02-18_S_2_BvE_0006_15_NA,Bundeswehreinsatz-IslamischerStaat-1,141,182
BVerfG_2016-04-19_S_1_BvR_3309_13_NA,IsolierteVaterschaftsfeststellung,141,186
BVerfG_2016-04-20_S_1_BvR_0966_09_NA,BKA-Gesetz,141,220
BVerfG_2016-03-01_S_2_BvB_0001_13_c,NPD-Verbot-Besetzungsrüge-MehrfacheRichterablehnung,142,1
BVerfG_2016-03-01_S_2_BvB_0001_13_NA,NPD-Verbot-Besetzungsrüge,142,5
BVerfG_2016-03-01_S_2_BvB_0001_13_a,NPD-Verbot-RichterablehnungHuber,142,9
BVerfG_2016-03-01_S_2_BvB_0001_13_b,NPD-Verbot-RichterablehnungMüller,142,18
BVerfG_2016-05-03_S_2_BvE_0004_14_NA,MinderheitenOppositionsrechte,142,25
BVerfG_2016-05-31_S_1_BvR_1585_13_NA,Sampling,142,75
BVerfG_2016-06-07_S_2_BvL_0003_12_NA,R-Besoldung-Vollstreckung,142,116
BVerfG_2016-06-21_S_2_BvR_0637_09_NA,OMT-Hauptsache,142,123
BVerfG_2016-06-21_S_2_BvR_2728_13_NA,Cybercrime,142,234
BVerfG_2016-06-29_S_1_BvR_1015_15_NA,Bestellerprinzip,142,268
BVerfG_2016-07-19_S_2_BvC_0046_14_NA,Eventualstimme-AblehnungMüller,142,302
BVerfG_2016-07-26_S_1_BvL_0008_15_NA,ZwangsbehandlungNichtEinsichtsfähigeBetreute,142,313
BVerfG_2016-07-27_S_1_BvR_0371_11_NA,HartzIV-AnrechnungElternVolljährigeKinder,142,353
BVerfG_2016-09-20_S_2_BvE_0005_15_NA,G10-Kommission,143,1
BVerfG_2016-09-20_S_2_BvR_2453_15_NA,Bundesrichterwahl,143,22
BVerfG_2016-09-21_S_2_BvL_0001_15_NA,Rindfleischetikettierung,143,38
BVerfG_2016-10-13_S_2_BvR_1368_16_NA,CETA-EA,143,65
BVerfG_2016-10-13_S_2_BvE_0002_15_NA,NSA-Untersuchungsausschuss,143,101
BVerfG_2016-10-27_S_1_BvR_0458_10_NA,Karfreitag,143,161
BVerfG_2016-11-22_S_1_BvL_0006_14_NA,RechtsschutzNetzentgelteTelekommunikation,143,216
BVerfG_2016-12-06_S_1_BvR_2821_11_NA,Atomausstieg,143,246
BVerfG_2016-12-07_S_2_BvR_1444_16_NA,CETA-EA,144,1
BVerfG_2016-12-22_S_2_BvF_0001_15_NA,Zensus2011-Wiederholung-EA,144,18
BVerfG_2017-01-17_S_2_BvB_0001_13_NA,NPD-Verbot-Hauptsache,144,20
BVerfG_2017-01-17_S_2_BvL_0002_14_NA,BrandenburgerHochschulgesetz-Rückmeldegebühr,144,369
BVerfG_2017-01-17_S_2_BvL_0001_10_NA,WartefristBeamtenbesoldung,145,1
BVerfG_2017-03-07_S_1_BvR_1314_12_NA,Spielhallen,145,20
BVerfG_2017-03-29_S_2_BvL_0006_11_NA,VerlustabzugKapitalgesellschaftenBeteiligungserwerb,145,106
BVerfG_2017-04-13_S_2_BvL_0006_13_NA,Kernbrennstoffsteuergesetz,145,171
BVerfG_2017-05-23_S_2_BvL_0010_11_NA,SoldatenRuhegehaltNATO,145,249
BVerfG_2017-05-23_S_2_BvR_0883_14_NA,Ostabsenkung,145,304
BVerfG_2017-06-13_S_2_BvF_0001_15_NA,Zensus2011-Wiederholung-EA,145,346
BVerfG_2017-06-14_S_2_BvQ_0029_17_NA,GleichgeschlechtlicheEheAnspruchBefassungBT-EA,145,348
BVerfG_2017-06-20_S_1_BvR_1978_13_NA,AmtlicheDokumentePrivatbesitz,145,365
BVerfG_2017-06-13_S_2_BvE_0001_15_NA,ParlamentarischesFragerecht,146,1
BVerfG_2017-07-11_S_1_BvR_1571_15_NA,Tarifeinheitsgesetz,146,71
BVerfG_2017-07-12_S_1_BvR_2222_12_NA,PflichtmitgliedschaftIHK,146,164
BVerfG_2017-07-18_S_2_BvR_0859_15_NA,PSPP-VorlageEuGH,146,216
BVerfG_2017-07-19_S_2_BvR_2003_14_NA,ZwangsbehandlungPsychischKranke-MV,146,294
BVerfG_2017-07-25_S_2_BvC_0002_17_NA,Nichtanerkennung-SächsischeVolkspartei,146,319
BVerfG_2017-09-19_S_2_BvC_0046_14_NA,Eventualstimme,146,327
BVerfG_2017-10-10_S_1_BvR_2019_16_NA,Geschlechtsidentität,147,1
BVerfG_2017-10-10_S_2_BvE_0006_16_NA,KonfrontationsobliegenheitFragerechtBT,147,31
BVerfG_2017-10-10_S_2_BvR_0859_15_NA,PSPP-EA,147,39
BVerfG_2017-11-07_S_2_BvE_0002_11_NA,ParlamentarischesAuskunftsrecht,147,50
BVerfG_2017-11-21_S_2_BvF_0001_13_NA,Länderfinanzausgleich-Verfahrenseinstellung,147,184
BVerfG_2017-11-21_S_2_BvR_2177_16_NA,Kinderförderungsgesetz-Sachsen-Anhalt,147,185
BVerfG_2017-12-01_S_2_BvF_0001_15_NA,Zensus2011-Wiederholung-EA,147,251
BVerfG_2017-12-19_S_1_BvL_0003_14_NA,NumerusClausus-3,147,253
BVerfG_2017-12-19_S_2_BvR_0424_17_NA,Auslieferung-Haftbedingungen-Rumänien-1,147,364
BVerfG_2018-02-13_S_2_BvR_0651_16_NA,Sterbehilfe-AblehnungMüller,148,1
BVerfG_2018-02-27_S_2_BvE_0001_16_NA,RoteKarte-Hauptsache,148,11
BVerfG_2018-03-21_S_1_BvF_0001_13_NA,Lebensmittelpranger,148,40
BVerfG_2018-03-21_S_1_BvL_0001_14_NA,PersonalüberleitungÖffentlicherDienst,148,64
BVerfG_2018-03-22_S_2_BvR_0780_16_NA,BeamteRichterAufZeit,148,69
BVerfG_2018-04-10_S_1_BvL_0011_14_NA,EinheitsbewertungGrundvermögenGrundsteuer,148,147
BVerfG_2018-04-10_S_1_BvR_1236_11_NA,MitunternehmerschaftAnteilsverkaufGewerbesteuer,148,217
BVerfG_2018-04-11_S_1_BvR_3080_09_NA,Stadionverbot,148,267
BVerfG_2018-04-24_S_1_BvR_0745_17_NA,Rundfunk-15-Rundfunkbeitrag-AblehnungKirchhof,148,290
BVerfG_2018-06-12_S_2_BvR_1738_12_NA,StreikverbotBeamte,148,296
BVerfG_2018-04-24_S_2_BvL_0010_16_NA,HochschulkanzlerBrandenburg,149,1
BVerfG_2018-05-14_S_2_BvF_0001_15_NA,Zensus2011-Wiederholung-EA,149,48
BVerfG_2018-05-22_S_1_BvR_1728_12_NA,TransferzahlungenSozialversicherung,149,50
BVerfG_2018-05-23_S_1_BvR_0097_14_NA,Hofabgabe,149,86
BVerfG_2018-06-06_S_1_BvL_0007_14_NA,SachgrundloseBefristung,149,126
BVerfG_2018-07-13_S_1_BvR_1474_12_NA,Vereinsverbote,149,160
BVerfG_2018-07-18_S_1_BvR_1675_16_NA,Rundfunk-15-Rundfunkbeitrag,149,222
BVerfG_2018-07-24_S_2_BvR_0309_15_NA,Fixierungen,149,293
BVerfG_2018-07-24_S_2_BvR_1961_09_NA,EuropäischeSchulen,149,346
BVerfG_2018-07-24_S_2_BvQ_0033_18_NA,NachgeschobenesAusgleichsmandat,149,374
BVerfG_2018-09-11_S_2_BvQ_0080_18_NA,Wahleinspruch,149,378
BVerfG_2018-10-16_S_2_BvL_0002_17_NA,AbsenkungBeamtenRichterGehälterBaWü,149,382
BVerfG_2018-10-23_S_1_BvR_2523_13_NA,Rotmilan,149,407
BVerfG_2018-09-19_S_2_BvF_0001_15_NA,Zensus2011-Hauptsache,150,1
BVerfG_2018-10-30_S_2_BvQ_0090_18_NA,Ministerinterview,150,163
BVerfG_2018-11-28_S_2_BvL_0003_15_NA,BesoldungBegrenzteDienstfähigkeit,150,169
BVerfG_2018-12-11_S_2_BvE_0001_18_NA,Organstreit-KeineObjektiveBeanstandungsklage,150,194
BVerfG_2018-12-11_S_2_BvL_0004_11_NA,Vermittlungsausschuss-KochSteinbrückPapier,150,204
BVerfG_2018-12-18_S_1_BvR_0142_15_NA,Kennzeichenkontrollen-Bayern,150,244
BVerfG_2018-12-18_S_1_BvR_2795_09_NA,Kennzeichenkontrollen-BaWü-Hessen,150,309
BVerfG_2019-01-15_S_2_BvL_0001_09_NA,Vermittlungsausschuss-Kompetenzgrenzen-2,150,345
BVerfG_2019-01-29_S_2_BvC_0062_14_NA,Bundestagswahl-Wahlrechtsausschluss,151,1
BVerfG_2019-03-12_S_2_BvQ_0091_18_NA,ÄnderungParteienfinanzierung-EA,151,58
BVerfG_2019-03-12_S_2_BvR_0675_14_NA,ErreichbarkeitErmittlungsrichter,151,67
BVerfG_2019-03-13_S_2_BvP_0001_15_NA,VolksbegehrenMitteldeutschland,151,98
BVerfG_2019-03-26_S_1_BvR_0673_17_NA,Stiefkindadoption,151,101
BVerfG_2019-04-15_S_2_BvQ_0022_19_a,Europawahl-Wahlrechtsausschluss-EA,151,152
BVerfG_2019-06-18_S_1_BvR_0587_17_NA,SubdelegierteVerordnung,151,173
BVerfG_2019-07-02_S_2_BvE_0004_19_NA,Bundesverfassungsrichterwahl-2,151,191
BVerfG_2019-07-30_S_2_BvR_1685_14_NA,EuropäischeBankenunion,151,202
BVerfG_2019-09-17_S_2_BvR_0309_15_NA,Fixierungen-BeschwerdeKostenfestsetzung,152,1
BVerfG_2019-09-17_S_2_BvE_0002_16_NA,Bundeswehreinsatz-IslamischerStaat-2,152,8
BVerfG_2019-09-17_S_2_BvE_0002_18_NA,OrdnungsgeldAbgeordnete,152,35
BVerfG_2019-09-17_S_2_BvC_0015_18_NA,Wahlprüfungsbeschwerde-BefangenheitVosskuhleMüller,152,53
BVerfG_2019-09-17_S_2_BvQ_0059_19_NA,BeschlussfähigkeitBundestag-2,152,55
BVerfG_2019-10-30_S_2_BvR_0980_16_NA,PSPP-2-EA,152,63
BVerfG_2019-11-05_S_1_BvL_0007_16_NA,SanktionenSozialrecht,152,68
BVerfG_2019-11-06_S_1_BvR_0016_13_NA,RechtAufVergessen-1,152,152
BVerfG_2019-11-06_S_1_BvR_0276_17_NA,RechtAufVergessen-2,152,216
BVerfG_2019-11-19_S_2_BvL_0022_14_NA,Erstausbildungskosten,152,274
BVerfG_2019-12-05_S_1_BvL_0007_18_NA,NichtigkeitKinderehe-BefangenheitHarbarth,152,332
BVerfG_2020-01-14_S_2_BvR_2055_16_NA,EntfernungBeamtenverhältnisVerwaltungsakt,152,345
BVerfG_2020-01-14_S_2_BvR_1333_17_NA,Kopftuch-3,153,1
BVerfG_2020-02-10_S_2_BvC_0040_19_NA,Wahlprüfung-BefangenheitParteinominierung,153,72
BVerfG_2020-02-13_S_2_BvR_0739_17_NA,EinheitlichesPatentgericht,153,74
BVerfG_2020-02-26_S_2_BvR_2347_15_NA,Suizidhilfe,153,182
BVerfG_2020-03-11_S_2_BvL_0005_17_NA,Knorpelfleisch,153,310
BVerfG_2020-05-26_S_1_BvL_0005_18_NA,VersorgungsausgleichExterneTeilung,153,358
BVerfG_2020-05-04_S_2_BvE_0001_20_NA,AbwahlVorsitzenderRechtsausschuss-EA,154,1
BVerfG_2020-05-05_S_2_BvR_0859_15_NA,EZB-PSPP,154,17
BVerfG_2020-05-19_S_1_BvR_2835_17_NA,BND-Ausland-Ausland-Fernmeldeaufklärung,154,152
BVerfG_2020-05-19_S_2_BvC_0011_19_NA,Wahlprüfung-Bundestag19-AblehnungMüller,154,312
BVerfG_2020-06-09_S_2_BvE_0001_19_NA,SeehoferInterview,154,320
BVerfG_2020-06-09_S_2_BvE_0002_19_NA,BetretenVonAbgeordnetenräumen,154,354
BVerfG_2020-06-09_S_2_BvC_0037_19_NA,NachgeschobenesAusgleichsmandat-2-EA,154,372
BVerfG_2020-05-04_S_2_BvL_0004_18_NA,Richterbesoldung-2,155,1
BVerfG_2020-05-04_S_2_BvL_0006_17_NA,AlimentationKinderreicherBeamter,155,77
BVerfG_2020-05-27_S_1_BvR_1873_13_NA,Bestandsdatenauskunft-2,155,119
BVerfG_2020-06-30_S_1_BvR_1679_17_NA,WindSeeG,155,238
BVerfG_2020-07-07_S_2_BvR_0696_12_NA,KommunalesBildungspaket,155,310
BVerfG_2020-07-22_S_2_BvE_0003_19_NA,AfD-FinanzierungDesideriusErasmusStiftung-EA,155,357
BVerfG_2020-09-29_S_1_BvR_1550_19_NA,Atomgesetz-Novelle,155,378
BVerfG_2020-09-29_S_1_BvR_1456_12_NA,Atomausstieg-Vollstreckung,155,418
BVerfG_2020-11-03_S_2_BvF_0002_18_NA,AfD-Abgeordnete,156,1
BVerfG_2020-11-10_S_1_BvR_3214_15_NA,Anti-Terror-Datei-2,156,11
BVerfG_2020-12-01_S_2_BvR_0916_11_NA,ElektronischeAufenthaltsüberwachung,156,63
BVerfG_2020-12-01_S_2_BvR_1845_18_NA,Auslieferung-Haftbedingungen-Rumänien-1,156,182
BVerfG_2020-12-08_S_2_BvC_0064_19_NA,Wahlprüfungsbeschwerde-BefangenheitHermannsLangenfeldMüller,156,221
BVerfG_2020-12-15_S_2_BvC_0046_19_NA,Bundestagswahl-Geschlechterparität,156,224
BVerfG_2020-12-16_S_2_BvE_0004_18_NA,Amri-Untersuchungsausschuss-V-Person-Führer,156,270
BVerfG_2020-12-22_S_1_BvR_2756_20_NA,StaatsvertragRundfunkfinanzierung-EA,156,335
BVerfG_2021-01-12_S_2_BvR_2006_15_NA,PSPP-Vollstreckungsanordnung-BefangenheitWallrabenstein,156,340
BVerfG_2021-02-10_S_2_BvL_0008_19_NA,Vermögensabschöpfung,156,354
BVerfG_2021-03-02_S_2_BvE_0004_16_NA,CETA-Organstreit-1,157,1
BVerfG_2021-03-24_S_1_BvR_2656_18_NA,Klimaschutz,157,30
BVerfG_2021-03-25_S_2_BvL_0001_11_NA,VorausgezahlteErbbauzinsen,157,177
BVerfG_2021-03-25_S_2_BvF_0001_20_a,BerlinerMietendeckel,157,223
BVerfG_2021-03-25_S_2_BvF_0001_20_NA,BerlinerMietendeckel-BeitrittAfD,157,229
BVerfG_2021-04-13_S_2_BvE_0001_21_NA,UnterschriftenquorenBundestagswahl,157,300
BVerfG_2021-04-15_S_2_BvR_0547_21_NA,ERatG-EA,157,332
BVerfG_2021-05-05_S_1_BvR_0781_21_NA,Ausgangsbeschränkungen-EA,157,394
BVerfG_2021-04-27_S_2_BvR_0206_14_NA,Ökotox-Daten,158,1
BVerfG_2021-04-27_S_2_BvE_0004_15_NA,Griechenlandhilfen-UnterrichtungspflichtBundesregierung,158,51
BVerfG_2021-04-29_S_2_BvR_1651_15_NA,PSPP-Vollstreckungsanordnung,158,89
BVerfG_2021-06-08_S_2_BvR_1866_17_NA,Patientenverfügung-Maßregelvollzug,158,131
BVerfG_2021-06-08_S_1_BvR_2771_18_NA,IT-Sicherheitslücken,158,140
BVerfG_2021-06-08_S_2_BvE_0004_21_NA,ERatG-EA-2,158,202
BVerfG_2021-06-22_S_2_BvE_0010_20_NA,MaskenpflichtBundestag,158,209
BVerfG_2021-06-23_S_2_BvR_2216_20_NA,EinheitlichesPatentgericht-2-EA,158,210
BVerfG_2021-06-23_S_2_BvE_0001_17_NA,EntzugParteienfinanzierungNPD-BefangenheitHuber-1,158,244
BVerfG_2021-06-23_S_2_BvE_0001_17_a,EntzugParteienfinanzierungNPD-BefangenheitMüller-1,158,253
BVerfG_2021-06-23_S_2_BvB_0001_19_NA,EntzugParteienfinanzierungNPD-BefangenheitHuber-2,158,262
BVerfG_2021-06-23_S_2_BvB_0001_19_a,EntzugParteienfinanzierungNPD-BefangenheitMüller-2,158,271
BVerfG_2021-07-08_S_1_BvR_2237_14_NA,Vollverzinsung,158,282
BVerfG_2021-07-20_S_1_BvR_2756_20_NA,StaatsvertragRundfunkfinanzierung-Hauptsache,158,389
